catalogNumber	Title	bibliographicCitation	identifier	creator
1356684351	Collimyces mutans gen. et sp. nov. (Rhizophydiales, Collimycetaceae fam. nov.), a New Chytrid Parasite of Microglena (Volvocales, clade Monadinia)	Protist 169 (4), 507-520 (2018)	10.1016/j.protis.2018.02.006	Seto,K. Degawa,Y.
1356684352	Collimyces mutans gen. et sp. nov. (Rhizophydiales, Collimycetaceae fam. nov.), a New Chytrid Parasite of Microglena (Volvocales, clade Monadinia)	Protist 169 (4), 507-520 (2018)	10.1016/j.protis.2018.02.006	Seto,K. Degawa,Y.
1356684353	Collimyces mutans gen. et sp. nov. (Rhizophydiales, Collimycetaceae fam. nov.), a New Chytrid Parasite of Microglena (Volvocales, clade Monadinia)	Protist 169 (4), 507-520 (2018)	10.1016/j.protis.2018.02.006	Seto,K. Degawa,Y.
38260245	Combined 18S and 28S rDNA phylogenetic hypothesis of the Chytridiomycota, secondary structure, and outgroup selection	Unpublished	NA	Chambers,J.G. IV Powell,M.J. Churchill,P.F. Longcore,J.E.
38260256	Combined 18S and 28S rDNA phylogenetic hypothesis of the Chytridiomycota, secondary structure, and outgroup selection	Unpublished	NA	Chambers,J.G. IV Powell,M.J. Churchill,P.F. Longcore,J.E.
1597587316	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587317	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587318	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587319	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587320	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587321	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587322	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587323	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587324	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587325	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587326	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587327	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587328	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587329	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587330	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587331	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587332	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587333	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587334	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587335	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587336	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587337	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587338	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587339	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587340	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587341	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587342	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587343	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587344	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587345	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587346	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587347	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587348	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587349	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587350	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587351	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587352	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587353	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587354	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587355	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587356	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587357	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587358	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587359	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587360	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587361	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587362	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587363	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587364	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587365	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587366	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587367	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587368	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
1597587369	Cryptic species in the parasitic Amoebophrya species complex revealed by a polyphasic approach	Sci Rep 10, 2531 (2020). https://doi.org/10.1038/s41598-020-59524-z	10.1038/s41598-020-59524-z	Cai, R., Kayal, E., Alves-de-Souza, C., Bigeard, E., Corre, E., Jeanthon, C., Marie, D., Porcel, B.M., Siano, R., Szymczak, J., Wolf, M., Guillou, L.
